,0
vm_percent,25.8
swap_percent,0.0
cpuloadavg_1min,11.164008246527777
cpuloadavg_5min,14.131673177083334
cpu_0,3868.1576666666665
cpu_1,3830.2853333333333
cpu_psi_total,81532799.33333333
mem_psi_total,214796.0
io_psi_total,916276593.3333334
acc,7.400000095367432
prune_config,l1_unstructured
prune_ratio,0.7000000000000001
model_name,resnet
batchsz_arg,8
num_workers_arg,1
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
